date,value
1991-01,900.0
1991-02,1500.0
1991-03,1300.0
1991-04,1500.0
1991-05,1200.0
1991-06,1400.0
1991-07,1900.0
1991-08,1300.0
1991-09,1700.0
1991-10,1200.0
1991-11,2000.0
1991-12,3900.0
1992-01,1200.0
1992-02,1500.0
1992-03,1500.0
1992-04,1900.0
1992-05,1800.0
1992-06,1800.0
1992-07,2100.0
1992-08,2500.0
1992-09,2100.0
1992-10,1400.0
1992-11,2800.0
1992-12,4200.0
1993-01,2200.0
1993-02,1600.0
1993-03,1900.0
1993-04,2200.0
1993-05,1800.0
1993-06,2200.0
1993-07,2300.0
1993-08,2300.0
1993-09,3400.0
1993-10,1900.0
1993-11,3200.0
1993-12,4000.0
1994-01,2200.0
1994-02,2100.0
1994-03,2200.0
1994-04,1900.0
1994-05,1500.0
1994-06,2800.0
1994-07,2400.0
1994-08,2300.0
1994-09,2800.0
1994-10,2200.0
1994-11,2500.0
1994-12,5400.0
1995-01,2200.0
1995-02,2700.0
1995-03,2500.0
1995-04,3100.0
1995-05,2800.0
1995-06,4600.0
1995-07,2500.0
1995-08,2300.0
1995-09,3500.0
1995-10,3200.0
1995-11,4500.0
1995-12,6000.0
1996-01,2700.0
1996-02,2200.0
1996-03,3400.0
1996-04,3100.0
1996-05,2800.0
1996-06,3500.0
1996-07,4300.0
1996-08,4600.0
1996-09,5500.0
1996-10,4000.0
1996-11,5200.0
1996-12,5700.0
1997-01,3800.0
1997-02,3000.0
1997-03,5600.0
1997-04,4500.0
1997-05,3900.0
1997-06,4500.0
1997-07,4000.0
1997-08,5100.0
1997-09,4700.0
1997-10,4300.0
1997-11,4300.0
1997-12,5800.0
1998-01,3200.0
1998-02,3300.0
1998-03,4600.0
1998-04,5000.0
1998-05,3400.0
1998-06,3900.0
1998-07,3800.0
1998-08,5200.0
1998-09,5700.0
1998-10,3400.0
1998-11,4000.0
1998-12,6600.0
1999-01,4200.0
1999-02,2500.0
1999-03,4700.0
1999-04,3300.0
1999-05,3200.0
1999-06,3900.0
1999-07,4300.0
1999-08,5000.0
1999-09,6600.0
1999-10,4800.0
1999-11,4900.0
1999-12,5200.0
2000-01,3900.0
2000-02,4300.0
2000-03,5700.0
2000-04,4500.0
2000-05,4000.0
2000-06,4700.0
2000-07,4600.0
2000-08,4500.0
2000-09,6300.0
2000-10,4600.0
2000-11,4900.0
2000-12,6100.0
2001-01,3700.0
2001-02,3600.0
2001-03,3600.0
2001-04,4400.0
2001-05,3400.0
2001-06,4100.0
2001-07,4200.0
2001-08,4800.0
2001-09,5000.0
2001-10,3200.0
2001-11,4900.0
2001-12,6500.0
2002-01,4300.0
2002-02,4800.0
2002-03,4700.0
2002-04,5000.0
2002-05,4000.0
2002-06,5800.0
2002-07,4700.0
2002-08,4500.0
2002-09,6100.0
2002-10,4500.0
2002-11,5400.0
2002-12,8900.0
2003-01,5400.0
2003-02,4500.0
2003-03,5500.0
2003-04,4900.0
2003-05,4100.0
2003-06,5000.0
2003-07,5300.0
2003-08,4900.0
2003-09,7600.0
2003-10,4500.0
2003-11,7400.0
2003-12,9000.0
2004-01,5100.0
2004-02,5000.0
2004-03,6000.0
2004-04,5300.0
2004-05,4900.0
2004-06,6200.0
2004-07,5400.0
2004-08,5500.0
2004-09,7500.0
2004-10,6900.0
2004-11,7500.0
2004-12,10500.0
2005-01,7000.0
2005-02,4600.0
2005-03,6500.0
2005-04,6200.0
2005-05,5100.0
2005-06,6400.0
2005-07,6400.0
2005-08,5900.0
2005-09,7200.0
2005-10,6000.0
2005-11,7400.0
2005-12,11700.0
2006-01,6300.0
2006-02,6000.0
2006-03,7800.0
2006-04,7700.0
2006-05,6400.0
2006-06,7500.0
2006-07,7600.0
2006-08,6700.0
2006-09,9000.0
2006-10,7700.0
2006-11,9100.0
2006-12,12600.0
2007-01,7200.0
2007-02,5900.0
2007-03,8500.0
2007-04,7600.0
2007-05,6700.0
2007-06,9200.0
2007-07,7800.0
