date,value
1991-01,200.0
1991-02,300.0
1991-03,200.0
1991-04,500.0
1991-05,500.0
1991-06,800.0
1991-07,500.0
1991-08,400.0
1991-09,400.0
1991-10,200.0
1991-11,300.0
1991-12,400.0
1992-01,200.0
1992-02,100.0
1992-03,400.0
1992-04,300.0
1992-05,400.0
1992-06,800.0
1992-07,600.0
1992-08,600.0
1992-09,300.0
1992-10,200.0
1992-11,500.0
1992-12,200.0
1993-01,300.0
1993-02,200.0
1993-03,300.0
1993-04,100.0
1993-05,500.0
1993-06,900.0
1993-07,500.0
1993-08,300.0
1993-09,200.0
1993-10,100.0
1993-11,200.0
1993-12,400.0
1994-01,200.0
1994-02,200.0
1994-03,300.0
1994-04,400.0
1994-05,600.0
1994-06,700.0
1994-07,400.0
1994-08,600.0
1994-09,100.0
1994-10,200.0
1994-11,300.0
1994-12,500.0
1995-01,200.0
1995-02,300.0
1995-03,200.0
1995-04,300.0
1995-05,700.0
1995-06,1000.0
1995-07,500.0
1995-08,500.0
1995-09,500.0
1995-10,300.0
1995-11,400.0
1995-12,400.0
1996-01,400.0
1996-02,200.0
1996-03,200.0
1996-04,500.0
1996-05,700.0
1996-06,900.0
1996-07,600.0
1996-08,400.0
1996-09,300.0
1996-10,300.0
1996-11,200.0
1996-12,600.0
1997-01,200.0
1997-02,200.0
1997-03,200.0
1997-04,300.0
1997-05,800.0
1997-06,1000.0
1997-07,700.0
1997-08,700.0
1997-09,300.0
1997-10,300.0
1997-11,800.0
1997-12,400.0
1998-01,700.0
1998-02,200.0
1998-03,500.0
1998-04,400.0
1998-05,1100.0
1998-06,1300.0
1998-07,1100.0
1998-08,600.0
1998-09,500.0
1998-10,600.0
1998-11,500.0
1998-12,500.0
1999-01,300.0
1999-02,600.0
1999-03,300.0
1999-04,500.0
1999-05,800.0
1999-06,1300.0
1999-07,800.0
1999-08,700.0
1999-09,600.0
1999-10,300.0
1999-11,300.0
1999-12,200.0
2000-01,500.0
2000-02,600.0
2000-03,700.0
2000-04,400.0
2000-05,800.0
2000-06,1100.0
2000-07,1000.0
2000-08,800.0
2000-09,600.0
2000-10,200.0
2000-11,400.0
2000-12,800.0
2001-01,300.0
2001-02,800.0
2001-03,300.0
2001-04,200.0
2001-05,800.0
2001-06,1100.0
2001-07,600.0
2001-08,700.0
2001-09,400.0
2001-10,200.0
2001-11,400.0
2001-12,300.0
2002-01,600.0
2002-02,200.0
2002-03,300.0
2002-04,600.0
2002-05,800.0
2002-06,1300.0
2002-07,1300.0
2002-08,600.0
2002-09,900.0
2002-10,300.0
2002-11,400.0
2002-12,1200.0
2003-01,600.0
2003-02,400.0
2003-03,300.0
2003-04,200.0
2003-05,700.0
2003-06,1400.0
2003-07,1000.0
2003-08,600.0
2003-09,600.0
2003-10,400.0
2003-11,500.0
2003-12,400.0
2004-01,200.0
2004-02,400.0
2004-03,700.0
2004-04,500.0
2004-05,700.0
2004-06,2300.0
2004-07,1100.0
2004-08,1000.0
2004-09,600.0
2004-10,600.0
2004-11,100.0
2004-12,700.0
2005-01,500.0
2005-02,400.0
2005-03,500.0
2005-04,400.0
2005-05,1000.0
2005-06,1900.0
2005-07,1200.0
2005-08,700.0
2005-09,600.0
2005-10,400.0
2005-11,300.0
2005-12,800.0
2006-01,500.0
2006-02,400.0
2006-03,300.0
2006-04,500.0
2006-05,900.0
2006-06,1800.0
2006-07,1100.0
2006-08,900.0
2006-09,500.0
2006-10,600.0
2006-11,400.0
2006-12,1000.0
2007-01,500.0
2007-02,500.0
2007-03,500.0
2007-04,800.0
2007-05,1300.0
2007-06,2200.0
2007-07,1300.0
