date,value
1980-01,123.0
1980-02,187.0
1980-03,139.0
1980-04,105.0
1980-05,208.0
1980-06,104.0
1980-07,101.0
1980-08,184.0
1980-09,87.0
1980-10,99.0
1980-11,156.0
1980-12,80.0
1981-01,183.0
1981-02,196.0
1981-03,178.0
1981-04,80.0
1981-05,137.0
1981-06,130.0
1981-07,147.0
1981-08,204.0
1981-09,162.0
1981-10,297.0
1981-11,239.0
1981-12,247.0
1982-01,227.0
1982-02,199.0
1982-03,185.0
1982-04,245.0
1982-05,225.0
1982-06,245.0
1982-07,175.0
1982-08,240.0
1982-09,250.0
1982-10,216.0
1982-11,306.0
1982-12,204.0
1983-01,154.0
1983-02,247.0
1983-03,224.0
1983-04,158.0
1983-05,138.0
1983-06,108.0
1983-07,161.0
1983-08,220.0
1983-09,191.0
1983-10,170.0
1983-11,224.0
1983-12,339.0
1984-01,175.0
1984-02,260.0
1984-03,179.0
1984-04,176.0
1984-05,198.0
1984-06,243.0
1984-07,256.0
1984-08,198.0
1984-09,240.0
1984-10,324.0
1984-11,433.0
1984-12,310.0
1985-01,263.0
1985-02,282.0
1985-03,239.0
1985-04,232.0
1985-05,281.0
1985-06,290.0
1985-07,309.0
1985-08,264.0
1985-09,348.0
1985-10,324.0
1985-11,458.0
1985-12,399.0
1986-01,355.0
1986-02,287.0
1986-03,540.0
1986-04,484.0
1986-05,343.0
1986-06,338.0
1986-07,375.0
1986-08,320.0
1986-09,253.0
1986-10,485.0
1986-11,624.0
1986-12,445.0
1987-01,345.0
1987-02,533.0
1987-03,525.0
1987-04,540.0
1987-05,478.0
1987-06,531.0
1987-07,611.0
1987-08,536.0
1987-09,515.0
1987-10,571.0
1987-11,744.0
1987-12,953.0
1988-01,917.0
1988-02,781.0
1988-03,645.0
1988-04,729.0
1988-05,739.0
1988-06,592.0
1988-07,814.0
1988-08,786.0
1988-09,566.0
1988-10,751.0
1988-11,1122.0
1988-12,794.0
1989-01,935.0
1989-02,680.0
1989-03,848.0
1989-04,833.0
1989-05,653.0
1989-06,735.0
1989-07,947.0
1989-08,929.0
1989-09,838.0
1989-10,833.0
1989-11,923.0
1989-12,1239.0
1990-01,1163.0
1990-02,1139.0
1990-03,909.0
1990-04,1123.0
1990-05,1019.0
1990-06,891.0
1990-07,1580.0
1990-08,1226.0
1990-09,913.0
1990-10,1140.0
1990-11,1157.0
1990-12,1831.0
1991-01,2343.0
1991-02,1166.0
1991-03,1043.0
1991-04,1700.0
1991-05,1914.0
1991-06,2362.0
1991-07,2635.0
1991-08,2948.0
1991-09,1262.0
1991-10,1904.0
1991-11,1787.0
1991-12,2499.0
1992-01,4469.0
1992-02,3095.0
1992-03,2347.0
1992-04,2325.0
1992-05,1972.0
1992-06,1652.0
1992-07,3427.0
1992-08,3333.0
1992-09,1517.0
1992-10,2381.0
1992-11,2955.0
1992-12,4045.0
1993-01,6984.0
1993-02,6323.0
1993-03,3488.0
1993-04,3181.0
1993-05,3976.0
1993-06,2922.0
1993-07,5283.0
1993-08,5943.0
1993-09,3295.0
1993-10,5657.0
1993-11,6986.0
1993-12,7975.0
1994-01,14463.0
1994-02,10079.0
1994-03,7835.0
1994-04,6320.0
1994-05,5383.0
1994-06,4915.0
1994-07,9752.0
1994-08,11534.0
1994-09,6540.0
1994-10,8867.0
1994-11,12310.0
1994-12,12264.0
1995-01,19677.0
1995-02,14072.0
1995-03,13301.0
1995-04,11044.0
1995-05,9300.0
1995-06,7838.0
1995-07,14322.0
1995-08,14579.0
1995-09,9146.0
1995-10,13016.0
1995-11,18976.0
1995-12,22713.0
1996-01,26473.0
1996-02,14876.0
