date,value
1980-01,2648.0
1980-02,2900.0
1980-03,1884.0
1980-04,1220.0
1980-05,780.0
1980-06,460.0
1980-07,936.0
1980-08,1296.0
1980-09,888.0
1980-10,1724.0
1980-11,2748.0
1980-12,3300.0
1981-01,3016.0
1981-02,3428.0
1981-03,2120.0
1981-04,1280.0
1981-05,744.0
1981-06,504.0
1981-07,1212.0
1981-08,1364.0
1981-09,884.0
1981-10,1904.0
1981-11,2960.0
1981-12,3248.0
1982-01,3264.0
1982-02,3004.0
1982-03,2160.0
1982-04,1684.0
1982-05,724.0
1982-06,604.0
1982-07,1240.0
1982-08,1128.0
1982-09,804.0
1982-10,2076.0
1982-11,3136.0
1982-12,3377.0
1983-01,3348.0
1983-02,3328.0
1983-03,2540.0
1983-04,1540.0
1983-05,888.0
1983-06,1152.0
1983-07,1464.0
1983-08,1264.0
1983-09,1072.0
1983-10,2176.0
1983-11,3348.0
1983-12,3712.0
1984-01,3928.0
1984-02,3688.0
1984-03,2676.0
1984-04,1612.0
1984-05,912.0
1984-06,736.0
1984-07,1196.0
1984-08,1380.0
1984-09,1252.0
1984-10,2636.0
1984-11,3788.0
1984-12,3924.0
1985-01,4236.0
1985-02,4572.0
1985-03,3296.0
1985-04,1792.0
1985-05,1084.0
1985-06,844.0
1985-07,1320.0
1985-08,1632.0
1985-09,1316.0
1985-10,2768.0
1985-11,4332.0
1985-12,4735.0
1986-01,5072.0
1986-02,5700.0
1986-03,4276.0
1986-04,2025.0
1986-05,1470.0
1986-06,1145.0
1986-07,1805.0
1986-08,1825.0
1986-09,2060.0
1986-10,3780.0
1986-11,5232.0
1986-12,7566.0
1987-01,7854.0
1987-02,8430.0
1987-03,4956.0
1987-04,3342.0
1987-05,2358.0
1987-06,2555.0
1987-07,2176.0
1987-08,2416.0
1987-09,2112.0
1987-10,4608.0
1987-11,7670.0
1987-12,7546.0
1988-01,9361.0
1988-02,8946.0
1988-03,6705.0
1988-04,3744.0
1988-05,2682.0
1988-06,1824.0
1988-07,2754.0
1988-08,3310.0
1988-09,3470.0
1988-10,5423.0
1988-11,8041.0
1988-12,8503.0
1989-01,10153.0
1989-02,9963.0
1989-03,7200.0
1989-04,4122.0
1989-05,2727.0
1989-06,2160.0
1989-07,3670.0
1989-08,3311.0
1989-09,3388.0
1989-10,6567.0
1989-11,9540.0
1989-12,9812.0
1990-01,10068.0
1990-02,11600.0
1990-03,7990.0
1990-04,6039.0
1990-05,3492.0
1990-06,2790.0
1990-07,3861.0
1990-08,3729.0
1990-09,3940.0
1990-10,8921.0
1990-11,11803.0
1990-12,11484.0
1991-01,12072.0
1991-02,13530.0
1991-03,9090.0
1991-04,5082.0
1991-05,3850.0
1991-06,3280.0
1991-07,4380.0
1991-08,3619.0
1991-09,4059.0
1991-10,8778.0
1991-11,13552.0
1991-12,12912.0
1992-01,13390.0
1992-02,15800.0
1992-03,9768.0
1992-04,7630.0
1992-05,4970.0
1992-06,3590.0
1992-07,4708.0
1992-08,4642.0
1992-09,4680.0
1992-10,9735.0
1992-11,15348.0
1992-12,15492.0
1993-01,16800.0
1993-02,19500.0
1993-03,13152.0
1993-04,7117.0
1993-05,5203.0
1993-06,4509.0
1993-07,5720.0
1993-08,5214.0
1993-09,4884.0
1993-10,13044.0
1993-11,19838.0
1993-12,16632.0
1994-01,18424.0
1994-02,23064.0
1994-03,15301.0
1994-04,8796.0
1994-05,5628.0
1994-06,3950.0
1994-07,5434.0
1994-08,5655.0
1994-09,6253.0
1994-10,14588.0
1994-11,21140.0
1994-12,17670.0
1995-01,20144.0
1995-02,23640.0
1995-03,14475.0
1995-04,9061.0
1995-05,5951.0
1995-06,3784.0
1995-07,5499.0
1995-08,6132.0
1995-09,7095.0
1995-10,14130.0
1995-11,20055.0
1995-12,17664.0
1996-01,20094.0
1996-02,22608.0
1996-03,14576.0
1996-04,9495.0
1996-05,5796.0
1996-06,4394.0
1996-07,6000.0
1996-08,5744.0
1996-09,6336.0
1996-10,13668.0
1996-11,22899.0
1996-12,21582.0
1997-01,24130.0
1997-02,26571.0
1997-03,15759.0
1997-04,9843.0
1997-05,6454.0
1997-06,4452.0
1997-07,6018.0
1997-08,6208.0
1997-09,6656.0
1997-10,12768.0
1997-11,19908.0
1997-12,19786.0
1998-01,22245.0
1998-02,25812.0
1998-03,15171.0
1998-04,9216.0
1998-05,5140.0
1998-06,4203.0
1998-07,6024.0
1998-08,6348.0
1998-09,7008.0
1998-10,13286.0
1998-11,22594.0
1998-12,20265.0
1999-01,25056.0
1999-02,27768.0
1999-03,16523.0
1999-04,9230.0
1999-05,5730.0
1999-06,5192.0
1999-07,6398.0
1999-08,7488.0
1999-09,8619.0
1999-10,17528.0
1999-11,26460.0
1999-12,21040.0
2000-01,26248.0
2000-02,32205.0
2000-03,18285.0
2000-04,12510.0
2000-05,7403.0
2000-06,6924.0
2000-07,8970.0
2000-08,9170.0
2000-09,8520.0
2000-10,20816.0
2000-11,30944.0
2000-12,28186.0
2001-01,33120.0
2001-02,36788.0
2001-03,21114.0
2001-04,12529.0
2001-05,7800.0
2001-06,6994.0
2001-07,10693.0
2001-08,9615.0
2001-09,10110.0
2001-10,19516.0
2001-11,29010.0
2001-12,27251.0
2002-01,32970.0
2002-02,36397.0
2002-03,28098.0
2002-04,13328.0
2002-05,9380.0
2002-06,7644.0
2002-07,10999.0
2002-08,10816.0
2002-09,11070.0
2002-10,21276.0
2002-11,33786.0
2002-12,33120.0
2003-01,38617.0
2003-02,42336.0
2003-03,26771.0
2003-04,15904.0
2003-05,10842.0
2003-06,8591.0
2003-07,12276.0
2003-08,12495.0
2003-09,12752.0
2003-10,21546.0
2003-11,34599.0
2003-12,35662.0
2004-01,40925.0
2004-02,44394.0
2004-03,27699.0
2004-04,16674.0
2004-05,9810.0
2004-06,9904.0
2004-07,12880.0
2004-08,12254.0
2004-09,11760.0
2004-10,23520.0
2004-11,35280.0
2004-12,36200.0
2005-01,43761.0
2005-02,47344.0
2005-03,31550.0
2005-04,14976.0
2005-05,10184.0
2005-06,23769.0
2005-07,14856.0
2005-08,12663.0
2005-09,11198.0
2005-10,22609.0
2005-11,33626.0
2005-12,34850.0
2006-01,43654.0
2006-02,47212.0
2006-03,28566.0
2006-04,16566.0
2006-05,9690.0
2006-06,8154.0
2006-07,12768.0
2006-08,11781.0
2006-09,12222.0
2006-10,24200.0
2006-11,38236.0
2006-12,37726.0
2007-01,46928.0
2007-02,48070.0
2007-03,30866.0
2007-04,17112.0
2007-05,9648.0
2007-06,8873.0
2007-07,12744.0
2007-08,12408.0
2007-09,11477.0
