date,value
1980-01,24.0
1980-02,68.0
1980-03,60.0
1980-04,60.0
1980-05,28.0
1980-06,44.0
1980-07,44.0
1980-08,28.0
1980-09,20.0
1980-10,80.0
1980-11,44.0
1980-12,20.0
1981-01,40.0
1981-02,60.0
1981-03,52.0
1981-04,36.0
1981-05,52.0
1981-06,64.0
1981-07,64.0
1981-08,48.0
1981-09,88.0
1981-10,56.0
1981-11,68.0
1981-12,48.0
1982-01,60.0
1982-02,72.0
1982-03,76.0
1982-04,40.0
1982-05,52.0
1982-06,48.0
1982-07,60.0
1982-08,52.0
1982-09,52.0
1982-10,44.0
1982-11,88.0
1982-12,68.0
1983-01,36.0
1983-02,76.0
1983-03,76.0
1983-04,48.0
1983-05,52.0
1983-06,48.0
1983-07,32.0
1983-08,72.0
1983-09,68.0
1983-10,116.0
1983-11,88.0
1983-12,68.0
1984-01,60.0
1984-02,96.0
1984-03,88.0
1984-04,76.0
1984-05,80.0
1984-06,48.0
1984-07,52.0
1984-08,52.0
1984-09,68.0
1984-10,96.0
1984-11,68.0
1984-12,52.0
1985-01,64.0
1985-02,104.0
1985-03,108.0
1985-04,80.0
1985-05,40.0
1985-06,64.0
1985-07,60.0
1985-08,60.0
1985-09,72.0
1985-10,92.0
1985-11,88.0
1985-12,92.0
1986-01,48.0
1986-02,108.0
1986-03,112.0
1986-04,128.0
1986-05,70.0
1986-06,50.0
1986-07,110.0
1986-08,40.0
1986-09,125.0
1986-10,96.0
1986-11,120.0
1986-12,54.0
1987-01,66.0
1987-02,114.0
1987-03,96.0
1987-04,66.0
1987-05,72.0
1987-06,91.0
1987-07,88.0
1987-08,72.0
1987-09,104.0
1987-10,88.0
1987-11,120.0
1987-12,132.0
1988-01,33.0
1988-02,144.0
1988-03,207.0
1988-04,72.0
1988-05,126.0
1988-06,72.0
1988-07,99.0
1988-08,160.0
1988-09,90.0
1988-10,121.0
1988-11,77.0
1988-12,66.0
1989-01,44.0
1989-02,144.0
1989-03,126.0
1989-04,126.0
1989-05,117.0
1989-06,126.0
1989-07,90.0
1989-08,44.0
1989-09,132.0
1989-10,110.0
1989-11,160.0
1989-12,0.0
1990-01,60.0
1990-02,90.0
1990-03,160.0
1990-04,117.0
1990-05,108.0
1990-06,108.0
1990-07,110.0
1990-08,99.0
1990-09,70.0
1990-10,187.0
1990-11,176.0
1990-12,132.0
1991-01,144.0
1991-02,170.0
1991-03,150.0
1991-04,88.0
1991-05,150.0
1991-06,64.0
1991-07,100.0
1991-08,77.0
1991-09,132.0
1991-10,231.0
1991-11,154.0
1991-12,108.0
1992-01,104.0
1992-02,170.0
1992-03,330.0
1992-04,140.0
1992-05,110.0
1992-06,120.0
1992-07,198.0
1992-08,154.0
1992-09,120.0
1992-10,154.0
1992-11,216.0
1992-12,48.0
1993-01,84.0
1993-02,144.0
1993-03,192.0
1993-04,143.0
1993-05,121.0
1993-06,171.0
1993-07,165.0
1993-08,154.0
1993-09,84.0
1993-10,216.0
1993-11,221.0
1993-12,84.0
1994-01,154.0
1994-02,240.0
1994-03,195.0
1994-04,216.0
1994-05,180.0
1994-06,140.0
1994-07,187.0
1994-08,247.0
1994-09,234.0
1994-10,224.0
1994-11,322.0
1994-12,165.0
1995-01,144.0
1995-02,240.0
1995-03,180.0
1995-04,143.0
1995-05,286.0
1995-06,176.0
1995-07,169.0
1995-08,196.0
1995-09,210.0
1995-10,210.0
1995-11,255.0
1995-12,224.0
1996-01,221.0
1996-02,224.0
1996-03,400.0
1996-04,225.0
1996-05,280.0
1996-06,208.0
1996-07,240.0
1996-08,384.0
1996-09,256.0
1996-10,391.0
1996-11,204.0
1996-12,162.0
1997-01,285.0
1997-02,238.0
1997-03,323.0
1997-04,153.0
1997-05,266.0
1997-06,280.0
1997-07,289.0
1997-08,288.0
1997-09,338.0
1997-10,252.0
1997-11,396.0
1997-12,208.0
1998-01,180.0
1998-02,372.0
1998-03,520.0
1998-04,228.0
1998-05,300.0
1998-06,180.0
1998-07,288.0
1998-08,324.0
1998-09,252.0
1998-10,338.0
1998-11,442.0
1998-12,180.0
1999-01,240.0
1999-02,364.0
1999-03,325.0
1999-04,351.0
1999-05,360.0
1999-06,253.0
1999-07,308.0
1999-08,351.0
1999-09,364.0
1999-10,350.0
1999-11,462.0
1999-12,256.0
2000-01,493.0
2000-02,360.0
2000-03,420.0
2000-04,150.0
2000-05,374.0
2000-06,240.0
2000-07,495.0
2000-08,392.0
2000-09,330.0
2000-10,368.0
2000-11,496.0
2000-12,221.0
2001-01,260.0
2001-02,306.0
2001-03,561.0
2001-04,340.0
2001-05,507.0
2001-06,351.0
2001-07,374.0
2001-08,420.0
2001-09,255.0
2001-10,323.0
2001-11,420.0
2001-12,204.0
2002-01,315.0
2002-02,408.0
2002-03,306.0
2002-04,374.0
2002-05,392.0
2002-06,403.0
2002-07,357.0
2002-08,368.0
2002-09,270.0
