date,value
1980-01,5320.0
1980-02,5428.0
1980-03,3504.0
1980-04,1764.0
1980-05,1452.0
1980-06,1084.0
1980-07,1636.0
1980-08,1692.0
1980-09,1825.0
1980-10,2912.0
1980-11,4156.0
1980-12,6924.0
1981-01,4176.0
1981-02,7349.0
1981-03,4004.0
1981-04,2177.0
1981-05,1616.0
1981-06,1200.0
1981-07,1920.0
1981-08,1773.0
1981-09,1793.0
1981-10,3097.0
1981-11,5296.0
1981-12,7523.0
1982-01,6549.0
1982-02,4532.0
1982-03,3416.0
1982-04,2544.0
1982-05,1724.0
1982-06,1280.0
1982-07,2056.0
1982-08,1808.0
1982-09,1824.0
1982-10,2916.0
1982-11,5919.0
1982-12,7295.0
1983-01,6816.0
1983-02,4548.0
1983-03,3252.0
1983-04,2436.0
1983-05,1644.0
1983-06,1668.0
1983-07,2532.0
1983-08,1881.0
1983-09,1756.0
1983-10,3032.0
1983-11,5821.0
1983-12,8090.0
1984-01,7448.0
1984-02,4848.0
1984-03,3864.0
1984-04,2392.0
1984-05,2000.0
1984-06,1508.0
1984-07,2208.0
1984-08,2004.0
1984-09,2384.0
1984-10,3672.0
1984-11,5294.0
1984-12,7727.0
1985-01,6873.0
1985-02,6152.0
1985-03,4812.0
1985-04,2616.0
1985-05,2244.0
1985-06,1628.0
1985-07,2488.0
1985-08,2320.0
1985-09,2472.0
1985-10,4308.0
1985-11,6032.0
1985-12,8487.0
1986-01,7166.0
1986-02,7691.0
1986-03,5886.0
1986-04,3306.0
1986-05,2285.0
1986-06,1850.0
1986-07,2865.0
1986-08,2870.0
1986-09,3010.0
1986-10,4956.0
1986-11,6798.0
1986-12,10656.0
1987-01,8580.0
1987-02,10068.0
1987-03,7818.0
1987-04,4170.0
1987-05,4008.0
1987-06,3346.0
1987-07,3360.0
1987-08,3632.0
1987-09,3072.0
1987-10,5920.0
1987-11,8850.0
1987-12,12859.0
1988-01,11869.0
1988-02,11763.0
1988-03,9252.0
1988-04,4904.0
1988-05,3987.0
1988-06,3264.0
1988-07,4185.0
1988-08,4330.0
1988-09,3880.0
1988-10,7161.0
1988-11,9031.0
1988-12,14982.0
1989-01,11616.0
1989-02,12465.0
1989-03,8775.0
1989-04,5508.0
1989-05,3825.0
1989-06,3177.0
1989-07,4950.0
1989-08,4422.0
1989-09,3773.0
1989-10,7227.0
1989-11,9590.0
1989-12,15334.0
1990-01,12744.0
1990-02,14270.0
1990-03,9610.0
1990-04,8127.0
1990-05,5355.0
1990-06,5058.0
1990-07,5544.0
1990-08,4906.0
1990-09,4080.0
1990-10,7986.0
1990-11,10472.0
1990-12,15768.0
1991-01,12540.0
1991-02,14940.0
1991-03,9850.0
1991-04,6688.0
1991-05,4930.0
1991-06,5200.0
1991-07,5480.0
1991-08,4400.0
1991-09,4180.0
1991-10,8316.0
1991-11,11440.0
1991-12,17076.0
1992-01,14209.0
