date,value
1980-01,336.0
1980-02,344.0
1980-03,132.0
1980-04,60.0
1980-05,60.0
1980-06,72.0
1980-07,128.0
1980-08,48.0
1980-09,44.0
1980-10,116.0
1980-11,540.0
1980-12,684.0
1981-01,428.0
1981-02,380.0
1981-03,128.0
1981-04,88.0
1981-05,60.0
1981-06,68.0
1981-07,117.0
1981-08,44.0
1981-09,72.0
1981-10,92.0
1981-11,496.0
1981-12,584.0
1982-01,388.0
1982-02,460.0
1982-03,172.0
1982-04,104.0
1982-05,56.0
1982-06,36.0
1982-07,156.0
1982-08,52.0
1982-09,100.0
1982-10,96.0
1982-11,384.0
1982-12,676.0
1983-01,588.0
1983-02,372.0
1983-03,144.0
1983-04,44.0
1983-05,48.0
1983-06,68.0
1983-07,156.0
1983-08,80.0
1983-09,72.0
1983-10,136.0
1983-11,272.0
1983-12,460.0
1984-01,808.0
1984-02,364.0
1984-03,100.0
1984-04,52.0
1984-05,52.0
1984-06,72.0
1984-07,164.0
1984-08,24.0
1984-09,68.0
1984-10,148.0
1984-11,300.0
1984-12,580.0
1985-01,893.0
1985-02,424.0
1985-03,192.0
1985-04,88.0
1985-05,56.0
1985-06,84.0
1985-07,88.0
1985-08,80.0
1985-09,92.0
1985-10,176.0
1985-11,244.0
1985-12,476.0
1986-01,936.0
1986-02,300.0
1986-03,160.0
1986-04,52.0
1986-05,45.0
1986-06,70.0
1986-07,155.0
1986-08,75.0
1986-09,100.0
1986-10,228.0
1986-11,222.0
1986-12,402.0
1987-01,732.0
1987-02,342.0
1987-03,210.0
1987-04,84.0
1987-05,54.0
1987-06,56.0
1987-07,96.0
1987-08,64.0
1987-09,96.0
1987-10,224.0
1987-11,470.0
1987-12,605.0
1988-01,759.0
1988-02,558.0
1988-03,153.0
1988-04,72.0
1988-05,63.0
1988-06,120.0
1988-07,171.0
1988-08,120.0
1988-09,90.0
1988-10,220.0
1988-11,440.0
1988-12,759.0
1989-01,506.0
1989-02,531.0
1989-03,198.0
1989-04,108.0
1989-05,90.0
1989-06,54.0
1989-07,260.0
1989-08,110.0
1989-09,77.0
1989-10,253.0
1989-11,460.0
1989-12,660.0
1990-01,624.0
1990-02,620.0
1990-03,200.0
1990-04,108.0
1990-05,54.0
1990-06,45.0
1990-07,154.0
1990-08,176.0
1990-09,150.0
1990-10,341.0
1990-11,440.0
1990-12,816.0
1991-01,672.0
1991-02,520.0
1991-03,180.0
1991-04,154.0
1991-05,80.0
1991-06,80.0
1991-07,120.0
1991-08,88.0
1991-09,77.0
1991-10,297.0
1991-11,605.0
1991-12,876.0
1992-01,871.0
1992-02,780.0
1992-03,352.0
1992-04,160.0
1992-05,100.0
1992-06,70.0
1992-07,220.0
1992-08,143.0
1992-09,48.0
1992-10,319.0
1992-11,552.0
1992-12,888.0
1993-01,684.0
1993-02,480.0
1993-03,312.0
1993-04,165.0
1993-05,77.0
1993-06,72.0
1993-07,143.0
1993-08,121.0
1993-09,120.0
