date,value
1980-01,75.0
1980-02,59.0
1980-03,52.0
1980-04,48.0
1980-05,76.0
1980-06,107.0
1980-07,120.0
1980-08,96.0
1980-09,72.0
1980-10,194.0
1980-11,44.0
1980-12,96.0
1981-01,92.0
1981-02,106.0
1981-03,71.0
1981-04,80.0
1981-05,87.0
1981-06,72.0
1981-07,88.0
1981-08,120.0
1981-09,80.0
1981-10,191.0
1981-11,61.0
1981-12,92.0
1982-01,80.0
1982-02,99.0
1982-03,91.0
1982-04,131.0
1982-05,96.0
1982-06,73.0
1982-07,72.0
1982-08,72.0
1982-09,69.0
1982-10,121.0
1982-11,52.0
1982-12,56.0
1983-01,160.0
1983-02,62.0
1983-03,79.0
1983-04,36.0
1983-05,60.0
1983-06,52.0
1983-07,76.0
1983-08,56.0
1983-09,90.0
1983-10,60.0
1983-11,75.0
1983-12,143.0
1984-01,68.0
1984-02,91.0
1984-03,66.0
1984-04,69.0
1984-05,63.0
1984-06,63.0
1984-07,74.0
1984-08,65.0
1984-09,70.0
1984-10,87.0
1984-11,74.0
1984-12,68.0
1985-01,79.0
1985-02,125.0
1985-03,131.0
1985-04,70.0
1985-05,188.0
1985-06,68.0
1985-07,76.0
1985-08,108.0
1985-09,60.0
1985-10,145.0
1985-11,85.0
1985-12,60.0
1986-01,133.0
1986-02,49.0
1986-03,42.0
1986-04,91.0
1986-05,183.0
1986-06,135.0
1986-07,123.0
1986-08,105.0
1986-09,219.0
1986-10,176.0
1986-11,93.0
1986-12,140.0
1987-01,149.0
1987-02,115.0
1987-03,132.0
1987-04,147.0
1987-05,105.0
1987-06,119.0
1987-07,144.0
1987-08,157.0
1987-09,213.0
1987-10,267.0
1987-11,207.0
1987-12,331.0
1988-01,277.0
1988-02,231.0
1988-03,132.0
1988-04,224.0
1988-05,240.0
1988-06,238.0
1988-07,240.0
1988-08,204.0
1988-09,175.0
1988-10,231.0
1988-11,168.0
1988-12,279.0
1989-01,306.0
1989-02,154.0
1989-03,180.0
1989-04,213.0
1989-05,186.0
1989-06,232.0
1989-07,215.0
1989-08,117.0
1989-09,218.0
1989-10,173.0
1989-11,180.0
1989-12,341.0
1990-01,342.0
1990-02,224.0
1990-03,201.0
1990-04,177.0
1990-05,204.0
1990-06,182.0
1990-07,143.0
1990-08,253.0
1990-09,218.0
1990-10,246.0
1990-11,239.0
1990-12,484.0
1991-01,484.0
1991-02,167.0
1991-03,140.0
1991-04,133.0
1991-05,174.0
1991-06,144.0
1991-07,113.0
1991-08,124.0
1991-09,292.0
1991-10,305.0
1991-11,171.0
1991-12,240.0
1992-01,365.0
1992-02,154.0
1992-03,189.0
1992-04,111.0
1992-05,215.0
1992-06,83.0
1992-07,155.0
1992-08,180.0
1992-09,351.0
1992-10,272.0
1992-11,150.0
1992-12,270.0
1993-01,263.0
1993-02,274.0
1993-03,183.0
1993-04,86.0
1993-05,336.0
1993-06,180.0
1993-07,223.0
1993-08,280.0
1993-09,175.0
1993-10,226.0
1993-11,169.0
1993-12,295.0
1994-01,410.0
1994-02,302.0
1994-03,264.0
1994-04,283.0
1994-05,226.0
1994-06,173.0
1994-07,308.0
1994-08,238.0
1994-09,369.0
1994-10,448.0
1994-11,349.0
1994-12,533.0
1995-01,629.0
1995-02,360.0
1995-03,253.0
1995-04,273.0
1995-05,318.0
1995-06,223.0
1995-07,461.0
1995-08,223.0
1995-09,376.0
1995-10,423.0
1995-11,405.0
1995-12,750.0
1996-01,820.0
1996-02,456.0
1996-03,520.0
1996-04,468.0
1996-05,486.0
1996-06,411.0
1996-07,735.0
1996-08,362.0
1996-09,480.0
1996-10,751.0
1996-11,642.0
1996-12,928.0
1997-01,1239.0
1997-02,576.0
1997-03,639.0
1997-04,442.0
1997-05,562.0
1997-06,670.0
1997-07,833.0
1997-08,476.0
1997-09,553.0
1997-10,568.0
1997-11,687.0
1997-12,1095.0
1998-01,1463.0
1998-02,564.0
1998-03,798.0
1998-04,409.0
1998-05,470.0
1998-06,426.0
1998-07,819.0
1998-08,395.0
1998-09,806.0
1998-10,667.0
1998-11,590.0
1998-12,1228.0
1999-01,1457.0
1999-02,614.0
1999-03,591.0
1999-04,454.0
1999-05,473.0
1999-06,418.0
1999-07,731.0
1999-08,511.0
1999-09,668.0
1999-10,630.0
1999-11,718.0
1999-12,1297.0
2000-01,1444.0
2000-02,648.0
2000-03,876.0
2000-04,804.0
2000-05,755.0
2000-06,721.0
2000-07,1203.0
2000-08,1078.0
2000-09,2109.0
2000-10,1213.0
2000-11,944.0
2000-12,1583.0
2001-01,1708.0
2001-02,981.0
2001-03,1252.0
2001-04,924.0
2001-05,890.0
2001-06,768.0
2001-07,1123.0
2001-08,627.0
2001-09,826.0
2001-10,775.0
2001-11,678.0
2001-12,1066.0
2002-01,1150.0
2002-02,714.0
2002-03,926.0
2002-04,883.0
2002-05,753.0
2002-06,875.0
2002-07,1198.0
2002-08,581.0
2002-09,730.0
2002-10,734.0
2002-11,713.0
2002-12,996.0
2003-01,864.0
2003-02,576.0
2003-03,752.0
2003-04,502.0
2003-05,516.0
2003-06,497.0
2003-07,800.0
2003-08,689.0
2003-09,567.0
2003-10,608.0
2003-11,807.0
2003-12,1138.0
2004-01,1211.0
2004-02,674.0
2004-03,838.0
2004-04,704.0
2004-05,589.0
2004-06,546.0
2004-07,1028.0
2004-08,808.0
2004-09,615.0
2004-10,827.0
2004-11,882.0
2004-12,1700.0
2005-01,1345.0
2005-02,870.0
2005-03,965.0
2005-04,902.0
2005-05,753.0
2005-06,702.0
2005-07,1166.0
2005-08,1135.0
2005-09,1064.0
2005-10,991.0
2005-11,1027.0
2005-12,1963.0
