Timestamp,Location,Provider,Service_Type,api_calls,clouds,distance_max,distance_mean,distance_min,humidity,price_max,price_mean,price_min,rain,surge_max,surge_mean,surge_min,temp,wind
2018-11-26 06:00:00+00:00,Theatre District,Lyft,Lux Black XL,9.0,0.9906666666666668,4.74,2.725555555555556,1.71,0.92,45.5,33.22222222222222,26.0,0.0,1.0,1.0,1.0,40.57599999999999,1.3993333333333338
2018-11-26 07:00:00+00:00,Theatre District,Lyft,Lux Black XL,11.0,0.9575,3.12,1.38,0.59,0.93,38.5,30.181818181818183,26.0,0.0,1.5,1.0454545454545454,1.0,41.1225,1.8875
2018-11-26 08:00:00+00:00,Theatre District,Lyft,Lux Black XL,1.0,0.98,0.61,0.61,0.61,0.9333333333333336,27.5,27.5,27.5,0.0,1.0,1.0,1.0,40.85,1.33
2018-11-26 09:00:00+00:00,Theatre District,Lyft,Lux Black XL,10.0,1.0,4.73,2.474,0.62,0.93,67.5,35.8,26.0,0.0,2.0,1.1,1.0,40.870000000000005,1.265
2018-11-26 10:00:00+00:00,Theatre District,Lyft,Lux Black XL,11.0,0.995,3.19,1.6945454545454546,0.59,0.94,55.0,31.727272727272727,26.0,0.0,1.5,1.0454545454545454,1.0,40.7,1.875
2018-11-26 11:00:00+00:00,Theatre District,Lyft,Lux Black XL,9.0,0.955,4.76,2.594444444444445,1.72,0.94,45.5,33.55555555555556,27.5,0.0,1.75,1.0833333333333333,1.0,40.235,2.355
2018-11-26 12:00:00+00:00,Theatre District,Lyft,Lux Black XL,9.0,0.94,3.21,2.114444444444445,0.58,0.94,38.0,30.33333333333333,26.0,0.0,1.0,1.0,1.0,40.305,2.88
2018-11-26 13:00:00+00:00,Theatre District,Lyft,Lux Black XL,14.0,0.905,4.71,2.31,0.58,0.915,47.5,33.607142857142854,26.0,0.00315,1.75,1.0535714285714286,1.0,41.95,3.555
2018-11-26 14:00:00+00:00,Theatre District,Lyft,Lux Black XL,8.0,0.905,3.11,1.81375,0.59,0.91,52.5,33.625,26.0,0.003,2.0,1.125,1.0,42.785,2.995
2018-11-26 15:00:00+00:00,Theatre District,Lyft,Lux Black XL,10.0,0.93,4.77,2.641,0.61,0.895,45.5,33.7,26.0,0.0,1.0,1.0,1.0,43.89,4.225
2018-11-26 16:00:00+00:00,Theatre District,Lyft,Lux Black XL,9.0,0.92,3.18,2.5000000000000004,0.64,0.865,55.0,33.77777777777778,26.0,0.0,1.5,1.0555555555555556,1.0,45.150000000000006,5.13
2018-11-26 17:00:00+00:00,Theatre District,Lyft,Lux Black XL,21.0,0.99,4.97,2.248095238095238,0.6,0.85,45.5,32.595238095238095,26.0,0.0,1.5,1.0238095238095235,1.0,45.57,6.345000000000001
2018-11-26 18:00:00+00:00,Theatre District,Lyft,Lux Black XL,12.0,0.985,4.77,2.1341666666666668,0.58,0.88,45.5,30.291666666666668,26.0,0.0,1.0,1.0,1.0,45.09,5.175
2018-11-26 19:00:00+00:00,Theatre District,Lyft,Lux Black XL,10.0,0.94,4.81,2.496,0.59,0.84,45.5,34.0,27.5,0.0,1.0,1.0,1.0,45.74,8.32
2018-11-26 20:00:00+00:00,Theatre District,Lyft,Lux Black XL,7.0,0.93,2.46,2.0185714285714287,1.73,0.84,34.0,29.5,27.5,0.0,1.0,1.0,1.0,44.96,8.785
2018-11-26 21:00:00+00:00,Theatre District,Lyft,Lux Black XL,13.0,0.955,4.79,2.89076923076923,0.61,0.855,55.0,37.34615384615385,26.0,0.0015,2.0,1.0961538461538465,1.0,44.54,9.39
2018-11-26 22:00:00+00:00,Theatre District,Lyft,Lux Black XL,20.0,0.98,4.79,2.354,0.6,0.874,45.5,34.725,26.0,0.01808,1.5,1.0625,1.0,44.64,8.907999999999998
2018-11-26 23:00:00+00:00,Theatre District,Lyft,Lux Black XL,15.0,0.98,4.73,1.9186666666666663,0.59,0.885,42.5,31.83333333333333,26.0,0.079,1.5,1.0333333333333334,1.0,44.375,9.67
2018-11-27 00:00:00+00:00,Theatre District,Lyft,Lux Black XL,30.0,0.9812500000000002,4.95,2.6853333333333333,0.55,0.91125,80.0,35.93333333333333,26.0,0.1659999999999999,1.75,1.025,1.0,43.8,10.35875
2018-11-27 01:00:00+00:00,Theatre District,Lyft,Lux Black XL,22.0,0.9925,4.95,2.567272727272727,0.6,0.9025,67.5,37.36363636363637,26.0,0.318425,2.0,1.1363636363636365,1.0,44.01,11.53
2018-11-27 02:00:00+00:00,Theatre District,Lyft,Lux Black XL,21.0,0.995,4.73,2.2523809523809524,0.59,0.905,55.0,36.85714285714285,26.0,0.1503499999999999,1.75,1.1547619047619049,1.0,43.975,12.614999999999998
2018-11-27 03:00:00+00:00,Theatre District,Lyft,Lux Black XL,12.0,0.995,3.16,1.924166666666667,0.59,0.89,38.5,29.916666666666668,26.0,0.186,1.0,1.0,1.0,44.445,14.06
2018-11-27 04:00:00+00:00,Theatre District,Lyft,Lux Black XL,21.0,1.0,4.96,2.239523809523809,0.58,0.9,45.5,33.476190476190474,26.0,0.04515,1.5,1.0595238095238095,1.0,43.98,13.87
2018-11-27 05:00:00+00:00,Theatre District,Lyft,Lux Black XL,22.0,1.0,3.22,2.416818181818181,1.65,0.9033333333333332,65.0,35.06818181818182,27.5,0.0248666666666666,2.0,1.0909090909090908,1.0,43.620000000000005,12.87
2018-11-27 06:00:00+00:00,Theatre District,Lyft,Lux Black XL,24.0,1.0,4.8,2.557916666666667,0.58,0.92,45.5,33.458333333333336,26.0,0.01885,1.25,1.0104166666666667,1.0,44.105,12.245
2018-11-27 07:00:00+00:00,Theatre District,Lyft,Lux Black XL,15.0,1.0,3.15,2.052,0.58,0.92,55.0,34.13333333333333,26.0,0.01135,2.0,1.1333333333333333,1.0,43.71,11.66
2018-11-27 08:00:00+00:00,Theatre District,Lyft,Lux Black XL,20.0,1.0,3.2,1.961,0.58,0.935,55.0,34.55,26.0,0.00865,2.0,1.15,1.0,43.815,10.645
2018-11-27 09:00:00+00:00,Theatre District,Lyft,Lux Black XL,13.0,1.0,4.8,2.0538461538461537,0.56,0.96,65.0,34.80769230769231,26.0,0.01215,2.0,1.1730769230769231,1.0,44.28,9.345
2018-11-27 10:00:00+00:00,Theatre District,Lyft,Lux Black XL,11.0,0.99,4.77,2.154545454545455,0.58,0.965,52.5,35.90909090909091,26.0,0.0161499999999999,1.75,1.1363636363636365,1.0,44.775,6.19
2018-11-27 11:00:00+00:00,Theatre District,Lyft,Lux Black XL,16.0,0.975,4.76,2.08875,0.59,0.965,45.5,31.71875,26.0,0.0,1.75,1.046875,1.0,44.905,3.4
