Timestamp,Location,Provider,Service_Type,api_calls,clouds,distance_max,distance_mean,distance_min,humidity,price_max,price_mean,price_min,rain,surge_max,surge_mean,surge_min,temp,wind
2018-11-26 06:00:00+00:00,Fenway,Lyft,Lyft,9.0,0.9906666666666668,4.45,2.9966666666666666,1.45,0.92,13.5,11.055555555555555,7.0,0.0,1.0,1.0,1.0,40.44466666666666,1.2933333333333334
2018-11-26 07:00:00+00:00,Fenway,Lyft,Lyft,7.0,0.9725,4.45,3.3357142857142854,2.4,0.9275,13.5,11.285714285714286,9.0,0.0,1.25,1.0357142857142858,1.0,40.99,1.7075
2018-11-26 08:00:00+00:00,Fenway,Lyft,Lyft,2.0,0.9866666666666668,3.55,3.195,2.84,0.9333333333333336,13.5,11.25,9.0,0.0,1.0,1.0,1.0,40.723333333333336,1.3133333333333332
2018-11-26 09:00:00+00:00,Fenway,Lyft,Lyft,8.0,1.0,2.85,2.7325,2.44,0.9325,11.0,10.5,9.0,0.0,1.25,1.03125,1.0,40.7825,1.455
2018-11-26 10:00:00+00:00,Fenway,Lyft,Lyft,8.0,0.995,3.23,2.43,1.43,0.94,11.0,9.875,7.0,0.0,1.25,1.03125,1.0,40.61,1.9
2018-11-26 11:00:00+00:00,Fenway,Lyft,Lyft,9.0,0.955,3.24,2.678888888888889,1.47,0.945,13.5,10.22222222222222,7.0,0.0,1.0,1.0,1.0,40.12,2.14
2018-11-26 12:00:00+00:00,Fenway,Lyft,Lyft,6.0,0.94,4.06,2.603333333333333,1.46,0.945,16.5,10.666666666666666,7.0,0.0,1.0,1.0,1.0,40.22,2.8150000000000004
2018-11-26 13:00:00+00:00,Fenway,Lyft,Lyft,13.0,0.91,4.32,2.7446153846153845,1.43,0.915,13.5,10.153846153846152,7.0,0.0,1.5,1.0384615384615383,1.0,41.755,3.515
2018-11-26 14:00:00+00:00,Fenway,Lyft,Lyft,19.0,0.905,4.46,3.363684210526316,1.44,0.91,19.5,11.763157894736842,7.0,0.0078,1.5,1.0263157894736843,1.0,42.56,2.9
2018-11-26 15:00:00+00:00,Fenway,Lyft,Lyft,7.0,0.92,4.35,3.1542857142857144,1.44,0.9,13.5,11.142857142857142,7.0,0.0,1.25,1.0357142857142858,1.0,43.705,4.0600000000000005
2018-11-26 16:00:00+00:00,Fenway,Lyft,Lyft,19.0,0.915,4.33,2.7394736842105263,1.43,0.865,16.5,10.526315789473683,7.0,0.0,1.25,1.013157894736842,1.0,45.105,4.955
2018-11-26 17:00:00+00:00,Fenway,Lyft,Lyft,12.0,0.99,4.43,2.641666666666667,1.42,0.855,13.5,10.25,7.0,0.0,1.25,1.0208333333333333,1.0,45.61,6.205
2018-11-26 18:00:00+00:00,Fenway,Lyft,Lyft,7.0,0.985,4.32,2.701428571428572,1.44,0.875,13.5,10.214285714285714,7.0,0.0,1.25,1.0357142857142858,1.0,45.285,5.385
2018-11-26 19:00:00+00:00,Fenway,Lyft,Lyft,14.0,0.945,4.54,2.878571428571429,1.46,0.835,22.5,11.25,7.0,0.0,1.75,1.0535714285714286,1.0,45.805,8.379999999999999
2018-11-26 20:00:00+00:00,Fenway,Lyft,Lyft,9.0,0.93,4.46,2.8622222222222224,1.45,0.84,13.5,10.944444444444445,7.0,0.0,2.0,1.1111111111111112,1.0,44.95,8.675
2018-11-26 21:00:00+00:00,Fenway,Lyft,Lyft,9.0,0.955,4.44,3.197777777777778,2.36,0.86,13.5,11.666666666666666,9.0,0.0015,1.5,1.0833333333333333,1.0,44.495000000000005,9.239999999999998
2018-11-26 22:00:00+00:00,Fenway,Lyft,Lyft,16.0,0.978,4.48,2.683125,1.43,0.876,16.5,10.75,7.0,0.01258,2.0,1.0625,1.0,44.564,8.762
2018-11-26 23:00:00+00:00,Fenway,Lyft,Lyft,18.0,0.98,4.48,3.0194444444444444,1.48,0.885,22.5,11.5,7.0,0.09985,1.75,1.125,1.0,44.36,9.425
