date,value
1980-01,104.0
1980-05,88.0
1980-09,171.0
1981-01,144.0
1981-05,130.0
1981-09,117.0
1982-01,183.0
1982-05,176.0
1982-09,136.0
1983-01,152.0
1983-05,226.0
1983-09,152.0
1984-01,81.0
1984-05,209.0
1984-09,220.0
1985-01,152.0
1985-05,175.0
1985-09,234.0
1986-01,173.0
1986-05,300.0
1986-09,147.0
1987-01,282.0
1987-05,296.0
1987-09,297.0
1988-01,396.0
1988-05,363.0
1988-09,308.0
1989-01,369.0
1989-05,507.0
1989-09,466.0
1990-01,477.0
1990-05,534.0
1990-09,481.0
1991-01,582.0
1991-05,539.0
1991-09,523.0
1992-01,547.0
1992-05,460.0
1992-09,494.0
1993-01,580.0
1993-05,567.0
1993-09,460.0
1994-01,574.0
1994-05,495.0
1994-09,421.0
1995-01,610.0
1995-05,567.0
1995-09,622.0
1996-01,852.0
1996-05,699.0
1996-09,535.0
1997-01,808.0
1997-05,813.0
1997-09,836.0
1998-01,948.0
1998-05,1016.0
1998-09,1237.0
1999-01,986.0
1999-05,1553.0
1999-09,2025.0
2000-01,1916.0
2000-05,1599.0
2000-09,2583.0
2001-01,1861.0
2001-05,2430.0
2001-09,2529.0
2002-01,2135.0
2002-05,2077.0
2002-09,2240.0
2003-01,2254.0
2003-05,1991.0
2003-09,2073.0
2004-01,1830.0
2004-05,2258.0
2004-09,1439.0
2005-01,1858.0
2005-05,1860.0
2005-09,1768.0
2006-01,1806.0
2006-05,1613.0
2006-09,1713.0
2007-01,1933.0
2007-05,1461.0
2007-09,1996.0
2008-01,1305.0
2008-05,1337.0
2008-09,1074.0
2009-01,1218.0
2009-05,1078.0
2009-09,1220.0
2010-01,1443.0
2010-05,1029.0
2010-09,1184.0
2011-01,751.0
2011-05,1510.0
2011-09,1378.0
2012-01,1055.0
2012-05,1453.0
2012-09,1143.0
2013-01,1185.0
2013-05,1148.0
2013-09,1340.0
2014-01,1661.0
2014-05,1342.0
2014-09,1271.0
2015-01,1420.0
2015-05,1479.0
2015-09,1543.0
2016-01,1239.0
2016-05,1533.0
