date,value
1991-07,100.0
1991-11,400.0
1992-03,100.0
1992-07,200.0
1992-11,100.0
1993-03,200.0
1993-07,100.0
1993-11,200.0
1994-03,200.0
1994-07,500.0
1994-11,200.0
1995-03,500.0
1995-07,300.0
1995-11,500.0
1996-03,200.0
1996-07,100.0
1996-11,1000.0
1997-03,200.0
1997-07,300.0
1997-11,200.0
1998-03,400.0
1998-07,600.0
1998-11,200.0
1999-03,600.0
1999-07,400.0
1999-11,700.0
2000-03,300.0
2000-07,200.0
2000-11,200.0
2001-03,200.0
2001-07,800.0
2001-11,200.0
2002-03,600.0
2002-07,300.0
2002-11,300.0
2003-03,400.0
2003-07,400.0
2003-11,900.0
2004-03,200.0
2004-07,800.0
2004-11,200.0
2005-03,700.0
2005-07,300.0
2005-11,600.0
2006-03,400.0
2006-07,500.0
2006-11,400.0
2007-03,400.0
2007-07,400.0
2007-11,1000.0
2008-03,600.0
2008-07,600.0
2008-11,800.0
2009-03,700.0
2009-07,500.0
2009-11,900.0
2010-03,800.0
2010-07,1100.0
2010-11,500.0
2011-03,1400.0
2011-07,900.0
2011-11,1200.0
2012-03,900.0
2012-07,1200.0
