date,value
1980-01,28664.0
1980-05,8449.0
1980-09,7236.0
1981-01,21374.0
1981-05,25752.0
1981-09,9592.0
1982-01,10310.0
1982-05,19820.0
1982-09,21980.0
1983-01,11144.0
1983-05,11632.0
1983-09,18822.0
1984-01,20896.0
1984-05,13400.0
1984-09,15176.0
1985-01,22196.0
1985-05,29368.0
1985-09,16908.0
1986-01,13908.0
1986-05,26317.0
1986-09,31736.0
1987-01,20572.0
1987-05,16953.0
1987-09,43704.0
1988-01,43500.0
1988-05,25486.0
1988-09,22201.0
1989-01,53256.0
1989-05,51564.0
1989-09,29380.0
1990-01,26880.0
1990-05,56727.0
1990-09,45189.0
1991-01,27355.0
1991-05,31911.0
1991-09,47047.0
1992-01,38094.0
1992-05,21987.0
1992-09,23543.0
1993-01,35685.0
1993-05,37980.0
1993-09,20709.0
1994-01,22012.0
1994-05,37907.0
1994-09,36886.0
1995-01,18607.0
1995-05,21049.0
1995-09,32796.0
1996-01,35594.0
1996-05,17810.0
1996-09,16815.0
1997-01,33669.0
1997-05,38904.0
1997-09,20829.0
1998-01,19583.0
1998-05,39326.0
1998-09,46286.0
1999-01,21328.0
1999-05,21039.0
1999-09,41275.0
2000-01,43293.0
2000-05,20557.0
2000-09,19796.0
2001-01,38124.0
2001-05,42290.0
2001-09,18488.0
2002-01,17056.0
2002-05,37210.0
2002-09,41601.0
2003-01,17528.0
2003-05,17941.0
2003-09,33304.0
2004-01,46849.0
2004-05,20011.0
2004-09,17064.0
2005-01,39257.0
2005-05,52726.0
2005-09,22494.0
2006-01,19662.0
2006-05,48164.0
2006-09,56224.0
2007-01,26860.0
2007-05,22243.0
2007-09,47356.0
2008-01,58402.0
2008-05,26291.0
2008-09,23748.0
2009-01,41744.0
2009-05,67488.0
2009-09,24847.0
2010-01,23858.0
2010-05,50896.0
2010-09,66122.0
2011-01,27044.0
2011-05,22073.0
2011-09,51554.0
2012-01,62097.0
2012-05,28013.0
2012-09,25520.0
2013-01,52535.0
2013-05,64286.0
2013-09,27587.0
2014-01,22856.0
2014-05,47794.0
2014-09,67989.0
2015-01,29662.0
2015-05,25494.0
2015-09,52166.0
2016-01,67313.0
2016-05,30184.0
2016-09,24093.0
