date,value
1976-01,47.0
1976-05,34.0
1976-09,48.0
1977-01,42.0
1977-05,48.0
1977-09,49.0
1978-01,52.0
1978-05,50.0
1978-09,47.0
1979-01,45.0
1979-05,61.0
1979-09,64.0
1980-01,64.0
1980-05,57.0
1980-09,75.0
1981-01,61.0
1981-05,56.0
1981-09,55.0
1982-01,67.0
1982-05,57.0
1982-09,56.0
1983-01,52.0
1983-05,75.0
1983-09,70.0
1984-01,62.0
1984-05,62.0
1984-09,74.0
1985-01,66.0
1985-05,64.0
1985-09,61.0
1986-01,74.0
1986-05,65.0
1986-09,67.0
1987-01,72.0
1987-05,86.0
1987-09,78.0
1988-01,78.0
1988-05,85.0
1988-09,93.0
1989-01,81.0
1989-05,82.0
1989-09,82.0
1990-01,97.0
1990-05,95.0
1990-09,98.0
1991-01,105.0
1991-05,135.0
1991-09,121.0
1992-01,125.0
1992-05,128.0
1992-09,153.0
1993-01,143.0
1993-05,154.0
1993-09,156.0
1994-01,196.0
1994-05,193.0
1994-09,193.0
1995-01,190.0
1995-05,230.0
1995-09,209.0
1996-01,130.0
1996-05,178.0
1996-09,268.0
1997-01,244.0
1997-05,265.0
1997-09,230.0
1998-01,288.0
1998-05,252.0
1998-09,276.0
1999-01,210.0
1999-05,284.0
1999-09,260.0
2000-01,302.0
2000-05,258.0
2000-09,334.0
2001-01,293.0
2001-05,312.0
2001-09,279.0
2002-01,338.0
2002-05,312.0
2002-09,347.0
2003-01,298.0
2003-05,369.0
2003-09,334.0
2004-01,364.0
2004-05,337.0
2004-09,413.0
2005-01,348.0
2005-05,344.0
2005-09,346.0
2006-01,427.0
2006-05,322.0
2006-09,313.0
2007-01,307.0
2007-05,387.0
2007-09,318.0
2008-01,311.0
2008-05,353.0
2008-09,421.0
2009-01,330.0
2009-05,294.0
2009-09,302.0
2010-01,339.0
2010-05,196.0
2010-09,264.0
2011-01,302.0
2011-05,350.0
2011-09,294.0
2012-01,246.0
2012-05,195.0
2012-09,306.0
2013-01,301.0
2013-05,271.0
2013-09,291.0
2014-01,333.0
2014-05,294.0
2014-09,290.0
2015-01,294.0
2015-05,314.0
2015-09,287.0
2016-01,272.0
2016-05,278.0
