date,value
1976-01,515.0
1976-05,943.0
1976-09,1282.0
1977-01,778.0
1977-05,610.0
1977-09,1107.0
1978-01,1435.0
1978-05,938.0
1978-09,754.0
1979-01,1379.0
1979-05,1883.0
1979-09,1112.0
1980-01,836.0
1980-05,1479.0
1980-09,1888.0
1981-01,1185.0
1981-05,909.0
1981-09,1622.0
1982-01,2073.0
1982-05,1309.0
1982-09,995.0
1983-01,1688.0
1983-05,2141.0
1983-09,1308.0
1984-01,957.0
1984-05,1440.0
1984-09,1845.0
1985-01,1092.0
1985-05,872.0
1985-09,1515.0
1986-01,2165.0
1986-05,1231.0
1986-09,953.0
1987-01,1768.0
1987-05,2419.0
1987-09,1377.0
1988-01,1133.0
1988-05,1941.0
1988-09,2498.0
1989-01,1398.0
1989-05,1180.0
1989-09,1533.0
1990-01,2179.0
1990-05,1453.0
1990-09,1277.0
1991-01,2018.0
1991-05,2708.0
1991-09,1742.0
1992-01,1488.0
1992-05,2173.0
1992-09,2878.0
1993-01,2048.0
1993-05,1625.0
1993-09,2491.0
1994-01,3130.0
1994-05,2201.0
1994-09,1853.0
1995-01,2768.0
1995-05,3409.0
1995-09,2214.0
1996-01,1546.0
1996-05,2478.0
1996-09,3260.0
1997-01,2413.0
1997-05,2057.0
1997-09,3028.0
1998-01,3680.0
1998-05,2663.0
1998-09,2209.0
1999-01,3133.0
1999-05,3897.0
1999-09,2776.0
2000-01,2218.0
2000-05,3185.0
2000-09,3940.0
2001-01,2831.0
2001-05,2364.0
2001-09,3485.0
2002-01,4215.0
2002-05,3186.0
2002-09,2741.0
2003-01,3756.0
2003-05,4447.0
2003-09,3458.0
2004-01,2943.0
2004-05,4121.0
2004-09,4798.0
2005-01,3795.0
2005-05,3318.0
2005-09,4527.0
2006-01,5209.0
2006-05,4098.0
2006-09,3630.0
2007-01,4851.0
2007-05,5410.0
2007-09,4363.0
2008-01,3776.0
2008-05,5195.0
2008-09,5703.0
2009-01,4537.0
2009-05,3773.0
2009-09,4353.0
2010-01,5032.0
2010-05,3393.0
2010-09,3440.0
2011-01,4403.0
2011-05,4906.0
2011-09,4132.0
2012-01,3386.0
2012-05,4201.0
2012-09,4797.0
2013-01,4203.0
2013-05,3697.0
2013-09,4806.0
2014-01,5183.0
2014-05,4319.0
2014-09,3861.0
2015-01,4874.0
2015-05,5252.0
2015-09,4323.0
2016-01,3720.0
2016-05,4966.0
