date,value
1980-01,492.0
1980-05,188.0
1980-09,48.0
1981-01,940.0
1981-05,492.0
1981-09,100.0
1982-01,104.0
1982-05,1000.0
1982-09,568.0
1983-01,196.0
1983-05,88.0
1983-09,1065.0
1984-01,704.0
1984-05,284.0
1984-09,128.0
1985-01,1420.0
1985-05,696.0
1985-09,292.0
1986-01,128.0
1986-05,1548.0
1986-09,1404.0
1987-01,384.0
1987-05,264.0
1987-09,1136.0
1988-01,1532.0
1988-05,632.0
1988-09,325.0
1989-01,2160.0
1989-05,2748.0
1989-09,769.0
1990-01,488.0
1990-05,2638.0
1990-09,2718.0
1991-01,800.0
1991-05,1306.0
1991-09,3597.0
1992-01,4629.0
1992-05,1521.0
1992-09,2674.0
1993-01,5004.0
1993-05,5740.0
1993-09,2034.0
1994-01,2209.0
1994-05,2862.0
1994-09,3944.0
1995-01,1927.0
1995-05,3024.0
1995-09,5916.0
1996-01,8606.0
1996-05,3630.0
1996-09,3617.0
1997-01,9207.0
1997-05,15168.0
1997-09,6956.0
1998-01,6437.0
1998-05,16254.0
1998-09,18493.0
1999-01,12156.0
1999-05,8992.0
1999-09,17899.0
2000-01,21913.0
2000-05,12417.0
2000-09,12709.0
2001-01,17932.0
2001-05,19901.0
2001-09,10142.0
2002-01,9616.0
2002-05,15431.0
2002-09,17503.0
2003-01,7980.0
2003-05,8496.0
2003-09,11878.0
2004-01,14095.0
2004-05,6777.0
2004-09,8808.0
2005-01,10695.0
2005-05,12847.0
2005-09,9740.0
2006-01,8885.0
2006-05,8756.0
2006-09,12414.0
2007-01,9265.0
2007-05,9059.0
2007-09,10110.0
2008-01,12040.0
2008-05,7550.0
2008-09,8446.0
2009-01,8152.0
2009-05,11897.0
2009-09,8370.0
2010-01,9705.0
2010-05,8386.0
2010-09,8339.0
2011-01,2860.0
2011-05,6718.0
2011-09,7091.0
2012-01,8220.0
2012-05,4660.0
2012-09,7416.0
2013-01,6410.0
2013-05,9076.0
2013-09,4714.0
2014-01,7109.0
2014-05,7556.0
2014-09,9237.0
2015-01,5000.0
2015-05,6792.0
2015-09,6796.0
2016-01,9059.0
2016-05,5298.0
2016-09,6000.0
