date,value
1991-01,57800.0
1991-05,103500.0
1991-09,91600.0
1992-01,74200.0
1992-05,59800.0
1992-09,111900.0
1993-01,110900.0
1993-05,75600.0
1993-09,56700.0
1994-01,114200.0
1994-05,111400.0
1994-09,73600.0
1995-01,59100.0
1995-05,120600.0
1995-09,114400.0
1996-01,79400.0
1996-05,65300.0
1996-09,127500.0
1997-01,116600.0
1997-05,84100.0
1997-09,69700.0
1998-01,133300.0
1998-05,132800.0
1998-09,86700.0
1999-01,72200.0
1999-05,148000.0
1999-09,143000.0
2000-01,101000.0
2000-05,77500.0
2000-09,159100.0
2001-01,143900.0
2001-05,102700.0
2001-09,81400.0
2002-01,141800.0
2002-05,150300.0
2002-09,106700.0
2003-01,83400.0
2003-05,164200.0
2003-09,167700.0
2004-01,109400.0
2004-05,80200.0
2004-09,153400.0
2005-01,149700.0
2005-05,92000.0
2005-09,82400.0
2006-01,154200.0
2006-05,156100.0
2006-09,109200.0
2007-01,81100.0
2007-05,145700.0
2007-09,157900.0
2008-01,107900.0
2008-05,93900.0
2008-09,191300.0
2009-01,179700.0
2009-05,125900.0
2009-09,95800.0
2010-01,208400.0
2010-05,201400.0
2010-09,131700.0
2011-01,95000.0
2011-05,233500.0
2011-09,207300.0
2012-01,138800.0
2012-05,97800.0
2012-09,225800.0
