date,value
1980-01,918.0
1980-05,418.0
1980-09,532.0
1981-01,639.0
1981-05,1021.0
1981-09,656.0
1982-01,897.0
1982-05,795.0
1982-09,1284.0
1983-01,904.0
1983-05,1103.0
1983-09,857.0
1984-01,927.0
1984-05,617.0
1984-09,770.0
1985-01,713.0
1985-05,1023.0
1985-09,522.0
1986-01,854.0
1986-05,974.0
1986-09,1323.0
1987-01,827.0
1987-05,923.0
1987-09,1133.0
1988-01,1688.0
1988-05,1022.0
1988-09,1408.0
1989-01,1376.0
1989-05,1560.0
1989-09,1092.0
1990-01,1204.0
1990-05,1593.0
1990-09,1958.0
1991-01,1149.0
1991-05,1960.0
1991-09,1851.0
1992-01,2140.0
1992-05,1104.0
1992-09,1154.0
1993-01,1139.0
1993-05,1560.0
1993-09,1079.0
1994-01,1205.0
1994-05,1034.0
1994-09,1281.0
1995-01,732.0
1995-05,844.0
1995-09,745.0
1996-01,1180.0
1996-05,554.0
1996-09,827.0
1997-01,738.0
1997-05,1313.0
1997-09,645.0
1998-01,1030.0
1998-05,727.0
1998-09,1283.0
1999-01,831.0
1999-05,1254.0
1999-09,766.0
2000-01,1598.0
2000-05,664.0
2000-09,1105.0
2001-01,976.0
2001-05,1787.0
2001-09,880.0
2002-01,1221.0
2002-05,905.0
2002-09,1808.0
2003-01,1038.0
2003-05,1687.0
2003-09,1295.0
2004-01,1971.0
2004-05,1096.0
2004-09,3325.0
2005-01,2030.0
2005-05,2403.0
2005-09,1388.0
2006-01,2313.0
2006-05,2198.0
2006-09,2846.0
2007-01,1322.0
2007-05,3389.0
2007-09,2420.0
2008-01,3692.0
2008-05,1456.0
2008-09,3347.0
2009-01,3609.0
2009-05,5749.0
2009-09,2936.0
2010-01,3682.0
2010-05,3082.0
2010-09,4378.0
2011-01,1945.0
2011-05,2656.0
2011-09,2828.0
2012-01,4985.0
2012-05,2240.0
2012-09,3507.0
2013-01,2932.0
2013-05,4187.0
2013-09,1479.0
2014-01,2448.0
2014-05,1878.0
2014-09,4911.0
2015-01,1810.0
2015-05,2505.0
2015-09,2339.0
2016-01,4873.0
2016-05,2148.0
