date,value
1980-01,1337.0
1980-05,1040.0
1980-09,927.0
1981-01,1409.0
1981-05,1273.0
1981-09,1091.0
1982-01,1082.0
1982-05,1602.0
1982-09,1565.0
1983-01,1077.0
1983-05,1183.0
1983-09,1204.0
1984-01,1359.0
1984-05,1064.0
1984-09,1356.0
1985-01,1327.0
1985-05,1486.0
1985-09,1229.0
1986-01,1009.0
1986-05,1644.0
1986-09,1545.0
1987-01,1363.0
1987-05,1525.0
1987-09,2006.0
1988-01,1702.0
1988-05,1508.0
1988-09,1258.0
1989-01,1524.0
1989-05,1746.0
1989-09,1357.0
1990-01,1715.0
1990-05,1881.0
1990-09,1931.0
1991-01,1603.0
1991-05,2060.0
1991-09,2256.0
1992-01,1968.0
1992-05,1630.0
1992-09,1502.0
1993-01,2009.0
1993-05,2031.0
1993-09,1404.0
1994-01,1777.0
1994-05,1675.0
1994-09,1247.0
1995-01,1234.0
1995-05,1128.0
1995-09,1740.0
1996-01,1587.0
1996-05,1321.0
1996-09,1422.0
1997-01,1511.0
1997-05,1844.0
1997-09,1403.0
1998-01,1482.0
1998-05,1891.0
1998-09,2259.0
1999-01,1633.0
1999-05,1641.0
1999-09,2308.0
2000-01,2412.0
2000-05,2256.0
2000-09,2897.0
2001-01,2347.0
2001-05,2795.0
2001-09,2379.0
2002-01,2252.0
2002-05,3054.0
2002-09,2659.0
2003-01,3057.0
2003-05,2509.0
2003-09,3126.0
2004-01,3060.0
2004-05,2682.0
2004-09,2519.0
2005-01,3277.0
2005-05,3297.0
2005-09,2917.0
2006-01,2674.0
2006-05,3660.0
2006-09,3840.0
2007-01,2971.0
2007-05,4123.0
2007-09,3662.0
2008-01,4293.0
2008-05,2617.0
2008-09,2930.0
2009-01,2697.0
2009-05,2982.0
2009-09,2732.0
2010-01,2719.0
2010-05,2734.0
2010-09,2948.0
2011-01,2336.0
2011-05,3400.0
2011-09,3072.0
2012-01,3603.0
2012-05,2703.0
2012-09,3414.0
2013-01,4011.0
2013-05,3823.0
2013-09,3254.0
2014-01,4271.0
2014-05,4212.0
2014-09,4606.0
2015-01,3637.0
2015-05,4278.0
2015-09,3916.0
2016-01,4874.0
2016-05,3692.0
