date,value
1980-01,592.0
1980-05,144.0
1980-09,164.0
1981-01,744.0
1981-05,628.0
1981-09,156.0
1982-01,228.0
1982-05,668.0
1982-09,620.0
1983-01,104.0
1983-05,188.0
1983-09,694.0
1984-01,584.0
1984-05,212.0
1984-09,200.0
1985-01,468.0
1985-05,624.0
1985-09,116.0
1986-01,164.0
1986-05,564.0
1986-09,736.0
1987-01,168.0
1987-05,204.0
1987-09,476.0
1988-01,908.0
1988-05,168.0
1988-09,205.0
1989-01,702.0
1989-05,1296.0
1989-09,145.0
1990-01,224.0
1990-05,538.0
1990-09,854.0
1991-01,207.0
1991-05,429.0
1991-09,935.0
1992-01,1057.0
1992-05,252.0
1992-09,352.0
1993-01,1097.0
1993-05,1058.0
1993-09,207.0
1994-01,365.0
1994-05,1288.0
1994-09,1130.0
1995-01,222.0
1995-05,225.0
1995-09,1253.0
1996-01,1132.0
1996-05,340.0
1996-09,354.0
1997-01,2006.0
1997-05,2136.0
1997-09,484.0
1998-01,574.0
1998-05,2072.0
1998-09,2538.0
1999-01,652.0
1999-05,630.0
1999-09,2538.0
2000-01,2734.0
2000-05,553.0
2000-09,619.0
2001-01,3093.0
2001-05,3240.0
2001-09,563.0
2002-01,848.0
2002-05,4199.0
2002-09,3956.0
2003-01,695.0
2003-05,727.0
2003-09,3714.0
2004-01,4055.0
2004-05,577.0
2004-09,936.0
2005-01,4680.0
2005-05,4812.0
2005-09,818.0
2006-01,1212.0
2006-05,5464.0
2006-09,5491.0
2007-01,1234.0
2007-05,1354.0
2007-09,7324.0
2008-01,7107.0
2008-05,1130.0
2008-09,1523.0
2009-01,7287.0
2009-05,7093.0
2009-09,1261.0
2010-01,1582.0
2010-05,8190.0
2010-09,8044.0
2011-01,1121.0
2011-05,1435.0
2011-09,7354.0
2012-01,6991.0
2012-05,910.0
2012-09,1414.0
2013-01,7250.0
2013-05,7225.0
2013-09,1160.0
2014-01,1373.0
2014-05,7345.0
2014-09,7766.0
2015-01,1115.0
2015-05,1536.0
2015-09,8176.0
2016-01,7828.0
2016-05,1044.0
2016-09,1356.0
