date,value
1973,227921.0
1974,230995.0
1975,183635.0
1976,238605.0
1977,254186.0
1978,284642.0
1979,303583.0
1980,346910.0
1981,372133.0
1982,377853.0
1983,451566.0
1984,562764.0
1985,638168.0
1986,704428.0
1987,793341.0
1988,749244.0
1989,624400.0
1990,612262.0
1991,619685.0
1992,694290.0
1993,755666.0
1994,776039.0
1995,748911.0
1996,751275.0
1997,800539.0
1998,773309.0
1999,802705.0
2000,966008.0
2001,935717.0
2002,1000844.0
2003,683791.0
2004,1051696.0
2005,1143089.0
2006,1159025.0
2007,1230927.0
