date,value
1960,103880.0
1961,126331.0
1962,139227.0
1963,196868.0
1964,232397.0
1965,290503.0
1966,387609.0
1967,482969.0
1968,589066.0
1969,769908.0
1970,842643.0
1971,1204030.0
1972,1472301.0
1973,1506262.0
1974,1123711.0
1975,1196018.0
1976,1034930.0
1977,905056.0
1978,1117103.0
1979,1166381.0
1980,1243173.0
1981,1516260.0
1982,1846591.0
1983,1886097.0
1984,2284242.0
1985,1648913.0
1986,2199910.0
1987,2750216.0
1988,2708145.0
1989,2692061.0
1990,1857810.0
1991,1709280.0
1992,1936240.0
1993,2261290.0
1994,2812550.0
1995,2817600.0
1996,2595340.0
1997,2880770.0
1998,3244070.0
1999,3379535.0
2000,3107408.0
2001,3236384.0
2002,3187525.0
2003,3625601.0
2004,3489125.0
2005,3333871.0
2006,3371190.0
