Timestamp,Location,Provider,Service_Type,api_calls,clouds,distance_max,distance_mean,distance_min,humidity,price_max,price_mean,price_min,rain,surge_max,surge_mean,surge_min,temp,wind
2018-11-26 06:00:00+00:00,Financial District,Uber,Black SUV,8.0,0.9906666666666668,4.48,2.5850000000000004,0.39,0.8933333333333333,43.0,32.8125,27.0,0.0,1.0,1.0,1.0,41.42933333333333,1.4206666666666663
2018-11-26 07:00:00+00:00,Financial District,Uber,Black SUV,4.0,0.955,4.44,2.345,0.39,0.8875,41.0,33.375,27.5,0.0,1.0,1.0,1.0,42.315,1.8975
2018-11-26 08:00:00+00:00,Financial District,Uber,Black SUV,2.0,0.98,4.48,2.7,0.92,0.89,36.0,31.0,26.0,0.0,1.0,1.0,1.0,42.056666666666665,1.343333333333333
2018-11-26 09:00:00+00:00,Financial District,Uber,Black SUV,14.0,1.0,7.46,2.6307142857142862,0.39,0.895,47.0,31.964285714285715,26.0,0.0,1.0,1.0,1.0,41.895,1.23
2018-11-26 10:00:00+00:00,Financial District,Uber,Black SUV,13.0,0.995,5.7,3.9576923076923074,1.21,0.94,48.5,39.46153846153846,26.0,0.0,1.0,1.0,1.0,40.545,1.885
2018-11-26 11:00:00+00:00,Financial District,Uber,Black SUV,9.0,0.955,5.7,2.3822222222222225,0.39,0.97,48.5,32.833333333333336,26.5,0.0,1.0,1.0,1.0,38.71,2.41
2018-11-26 12:00:00+00:00,Financial District,Uber,Black SUV,12.0,0.94,5.56,2.7000000000000006,0.39,0.895,47.0,33.583333333333336,26.0,0.0,1.0,1.0,1.0,41.73,2.905
2018-11-26 13:00:00+00:00,Financial District,Uber,Black SUV,6.0,0.905,5.56,4.135,0.39,0.91,48.0,39.083333333333336,26.0,0.0036,1.0,1.0,1.0,41.995,3.57
2018-11-26 14:00:00+00:00,Financial District,Uber,Black SUV,19.0,0.905,7.46,1.912631578947369,0.39,0.915,45.0,30.05263157894737,26.0,0.0030499999999999,1.0,1.0,1.0,42.650000000000006,3.02
2018-11-26 15:00:00+00:00,Financial District,Uber,Black SUV,7.0,0.93,5.56,1.8742857142857143,0.39,0.895,47.0,30.0,26.0,0.0,1.0,1.0,1.0,43.89,4.27
2018-11-26 16:00:00+00:00,Financial District,Uber,Black SUV,5.0,0.92,4.44,1.7,0.39,0.865,35.0,28.7,26.5,0.0,1.0,1.0,1.0,45.18,5.17
2018-11-26 17:00:00+00:00,Financial District,Uber,Black SUV,16.0,0.99,7.46,2.1525000000000003,0.39,0.855,48.0,31.09375,26.0,0.0,1.0,1.0,1.0,45.52,6.38
2018-11-26 18:00:00+00:00,Financial District,Uber,Black SUV,7.0,0.98,5.7,3.121428571428571,1.21,0.875,47.5,35.5,26.0,0.0,1.0,1.0,1.0,45.315,5.115
2018-11-26 19:00:00+00:00,Financial District,Uber,Black SUV,10.0,0.94,4.48,2.381,0.39,0.815,41.0,33.05,26.0,0.0,1.0,1.0,1.0,46.515,8.3
2018-11-26 20:00:00+00:00,Financial District,Uber,Black SUV,10.0,0.93,7.46,2.613,0.39,0.815,42.5,30.85,26.0,0.0,1.0,1.0,1.0,45.83,8.815
2018-11-26 21:00:00+00:00,Financial District,Uber,Black SUV,12.0,0.955,7.46,3.19,0.39,0.83,49.5,35.125,26.0,0.00015,1.0,1.0,1.0,45.290000000000006,9.42
2018-11-26 22:00:00+00:00,Financial District,Uber,Black SUV,12.0,0.98,5.56,2.120000000000001,0.39,0.8459999999999999,44.0,31.25,26.5,0.0212,1.0,1.0,1.0,45.408,8.936
2018-11-26 23:00:00+00:00,Financial District,Uber,Black SUV,28.0,0.98,7.46,2.6414285714285723,0.39,0.85,47.5,34.214285714285715,26.0,0.0715,1.0,1.0,1.0,45.31,9.72
2018-11-27 00:00:00+00:00,Financial District,Uber,Black SUV,24.0,0.98,7.46,2.795,0.39,0.87375,50.5,34.729166666666664,26.0,0.1572125,1.0,1.0,1.0,44.87250000000001,10.64625
2018-11-27 01:00:00+00:00,Financial District,Uber,Black SUV,23.0,0.9925,7.46,3.136521739130436,0.39,0.88,51.5,34.71739130434783,26.0,0.347275,1.0,1.0,1.0,44.7175,11.57
2018-11-27 02:00:00+00:00,Financial District,Uber,Black SUV,19.0,0.995,7.46,2.905263157894737,0.39,0.89,48.0,33.473684210526315,26.0,0.14135,1.0,1.0,1.0,44.25,12.685
2018-11-27 03:00:00+00:00,Financial District,Uber,Black SUV,20.0,0.995,5.7,2.1275000000000004,0.39,0.875,48.5,31.65,26.0,0.1848,1.0,1.0,1.0,44.900000000000006,14.195
2018-11-27 04:00:00+00:00,Financial District,Uber,Black SUV,20.0,1.0,7.46,2.9060000000000006,0.39,0.885,48.5,34.225,26.0,0.0417,1.0,1.0,1.0,45.165,16.265
2018-11-27 05:00:00+00:00,Financial District,Uber,Black SUV,25.0,1.0,7.46,2.6872000000000003,0.39,0.89,50.5,33.6,26.0,0.0321666666666666,1.0,1.0,1.0,44.03666666666666,12.910000000000002
2018-11-27 06:00:00+00:00,Financial District,Uber,Black SUV,24.0,1.0,7.46,3.304583333333333,0.39,0.905,44.0,35.354166666666664,26.0,0.019,1.0,1.0,1.0,43.625,10.47
2018-11-27 07:00:00+00:00,Financial District,Uber,Black SUV,28.0,1.0,7.46,2.7232142857142856,0.39,0.9,48.5,33.232142857142854,26.0,0.0104999999999999,1.0,1.0,1.0,44.245000000000005,11.739999999999998
2018-11-27 08:00:00+00:00,Financial District,Uber,Black SUV,20.0,1.0,7.46,3.145000000000001,0.39,0.92,48.0,34.55,26.0,0.00815,1.0,1.0,1.0,43.805,9.48
2018-11-27 09:00:00+00:00,Financial District,Uber,Black SUV,19.0,1.0,7.46,2.967368421052632,0.39,0.925,59.5,34.078947368421055,26.0,0.01265,1.0,1.0,1.0,44.705,7.915
2018-11-27 10:00:00+00:00,Financial District,Uber,Black SUV,18.0,0.99,4.5,2.046666666666667,0.39,0.93,44.0,30.38888888888889,26.0,0.01885,1.0,1.0,1.0,45.71,6.3
2018-11-27 11:00:00+00:00,Financial District,Uber,Black SUV,28.0,0.975,7.46,3.4325,0.39,0.935,54.5,36.10714285714285,26.0,0.0,1.0,1.0,1.0,45.735,3.47
2018-11-27 12:00:00+00:00,Financial District,Uber,Black SUV,21.0,0.985,7.46,1.8685714285714288,0.39,0.91,47.5,30.357142857142858,26.0,0.0,1.0,1.0,1.0,45.91,3.35
