Timestamp,Location,Provider,Service_Type,api_calls,clouds,distance_max,distance_mean,distance_min,humidity,price_max,price_mean,price_min,rain,surge_max,surge_mean,surge_min,temp,wind
2018-11-26 06:00:00+00:00,West End,Lyft,Lux Black,12.0,0.9906666666666668,3.06,2.271666666666667,0.76,0.92,27.5,22.45833333333333,16.5,0.0,1.0,1.0,1.0,40.56666666666667,1.3866666666666665
2018-11-26 07:00:00+00:00,West End,Lyft,Lux Black,7.0,0.9675,3.06,1.7128571428571429,1.02,0.925,26.0,19.642857142857142,16.5,0.0,1.0,1.0,1.0,41.075,1.7575
2018-11-26 08:00:00+00:00,West End,Lyft,Lux Black,1.0,0.98,2.89,2.89,2.89,0.9266666666666667,22.5,22.5,22.5,0.0,1.0,1.0,1.0,40.85,1.3666666666666665
2018-11-26 09:00:00+00:00,West End,Lyft,Lux Black,5.0,1.0,3.42,2.28,0.89,0.93,27.5,22.1,16.5,0.0,1.0,1.0,1.0,40.835,1.3575
2018-11-26 10:00:00+00:00,West End,Lyft,Lux Black,8.0,0.995,3.01,2.21875,1.05,0.94,26.0,20.6875,16.5,0.0,1.0,1.0,1.0,40.625,1.95
2018-11-26 11:00:00+00:00,West End,Lyft,Lux Black,8.0,0.955,3.05,1.8774999999999995,0.75,0.94,26.0,20.8125,16.5,0.0,1.0,1.0,1.0,40.165,2.36
2018-11-26 12:00:00+00:00,West End,Lyft,Lux Black,5.0,0.94,3.06,2.5320000000000005,1.72,0.945,27.5,22.3,19.5,0.0,1.0,1.0,1.0,40.235,2.9000000000000004
2018-11-26 13:00:00+00:00,West End,Lyft,Lux Black,6.0,0.91,3.11,2.13,0.77,0.915,27.5,21.916666666666668,16.5,0.0026,1.25,1.0416666666666667,1.0,41.915,3.6
2018-11-26 14:00:00+00:00,West End,Lyft,Lux Black,10.0,0.905,3.0,2.177,1.01,0.91,34.0,22.8,16.5,0.003,1.5,1.05,1.0,42.755,3.015
2018-11-26 15:00:00+00:00,West End,Lyft,Lux Black,11.0,0.93,3.08,2.1345454545454547,0.71,0.895,32.5,22.5,16.5,0.0,1.25,1.0454545454545454,1.0,43.805,4.21
2018-11-26 16:00:00+00:00,West End,Lyft,Lux Black,14.0,0.92,2.91,1.8928571428571428,0.74,0.87,27.5,21.607142857142858,16.5,0.0,1.25,1.0178571428571428,1.0,45.005,5.09
2018-11-26 17:00:00+00:00,West End,Lyft,Lux Black,11.0,0.99,3.07,2.0009090909090905,0.74,0.86,27.5,22.454545454545453,16.5,0.0,1.25,1.0227272727272727,1.0,45.475,6.325
2018-11-26 18:00:00+00:00,West End,Lyft,Lux Black,10.0,0.98,3.06,2.535,1.73,0.88,27.5,23.65,19.5,0.0,1.25,1.025,1.0,45.055,5.1850000000000005
2018-11-26 19:00:00+00:00,West End,Lyft,Lux Black,11.0,0.94,3.07,2.210909090909091,0.75,0.84,26.0,21.863636363636363,16.5,0.0,1.0,1.0,1.0,45.760000000000005,8.315
2018-11-26 20:00:00+00:00,West End,Lyft,Lux Black,11.0,0.93,3.07,2.048181818181818,0.9,0.84,27.5,21.13636363636364,16.5,0.0,1.0,1.0,1.0,45.015,8.775
2018-11-26 21:00:00+00:00,West End,Lyft,Lux Black,11.0,0.96,3.06,2.199090909090909,0.69,0.855,27.5,23.045454545454547,16.5,0.00155,1.0,1.0,1.0,44.565,9.33
2018-11-26 22:00:00+00:00,West End,Lyft,Lux Black,18.0,0.98,3.14,2.2100000000000004,0.77,0.874,27.5,22.416666666666668,16.5,0.0252599999999999,1.0,1.0,1.0,44.636,8.846
2018-11-26 23:00:00+00:00,West End,Lyft,Lux Black,12.0,0.98,3.09,1.7383333333333335,0.75,0.885,26.0,19.58333333333333,16.5,0.07715,1.0,1.0,1.0,44.375,9.64
2018-11-27 00:00:00+00:00,West End,Lyft,Lux Black,35.0,0.9812500000000002,3.11,2.1265714285714283,0.75,0.91,32.5,22.2,16.5,0.1599625,1.25,1.0214285714285714,1.0,43.81,10.36625
2018-11-27 01:00:00+00:00,West End,Lyft,Lux Black,18.0,0.9925,3.06,2.2405555555555554,0.87,0.9025,26.0,22.05555555555556,16.5,0.323925,1.0,1.0,1.0,44.0275,11.5225
2018-11-27 02:00:00+00:00,West End,Lyft,Lux Black,24.0,0.995,3.09,1.9704166666666667,0.75,0.905,27.5,21.0,16.5,0.12365,1.0,1.0,1.0,43.97,12.56
2018-11-27 03:00:00+00:00,West End,Lyft,Lux Black,15.0,0.995,3.03,2.335333333333333,0.78,0.895,27.5,22.566666666666663,16.5,0.20415,1.0,1.0,1.0,44.165000000000006,13.01
2018-11-27 04:00:00+00:00,West End,Lyft,Lux Black,16.0,1.0,3.09,2.099375,0.7,0.9,26.0,21.78125,16.5,0.046,1.0,1.0,1.0,44.775000000000006,16.105
2018-11-27 05:00:00+00:00,West End,Lyft,Lux Black,18.0,1.0,3.06,2.457777777777778,0.86,0.9,34.0,23.61111111111111,16.5,0.0410666666666666,1.25,1.0138888888888888,1.0,43.96333333333333,14.263333333333334
2018-11-27 06:00:00+00:00,West End,Lyft,Lux Black,34.0,1.0,3.42,2.095588235294118,0.7,0.91,30.0,22.176470588235293,16.5,0.02035,1.5,1.0294117647058822,1.0,44.1,12.325
2018-11-27 07:00:00+00:00,West End,Lyft,Lux Black,23.0,1.0,3.1,2.1547826086956525,0.74,0.915,27.5,22.45652173913044,16.5,0.014,1.25,1.0108695652173914,1.0,43.115,10.305
2018-11-27 08:00:00+00:00,West End,Lyft,Lux Black,19.0,1.0,3.11,2.181052631578947,0.76,0.93,27.5,22.0,16.5,0.00835,1.25,1.013157894736842,1.0,43.805,10.685
2018-11-27 09:00:00+00:00,West End,Lyft,Lux Black,13.0,1.0,3.05,2.420769230769231,0.74,0.945,27.5,22.15384615384616,16.5,0.01415,1.0,1.0,1.0,44.13,7.915
2018-11-27 10:00:00+00:00,West End,Lyft,Lux Black,18.0,0.99,3.09,1.6672222222222224,0.72,0.965,34.0,20.88888888888889,16.5,0.0205,1.75,1.0555555555555556,1.0,44.735,6.17
2018-11-27 11:00:00+00:00,West End,Lyft,Lux Black,27.0,0.975,3.1,2.197037037037037,0.74,0.965,34.0,22.685185185185187,16.5,0.0,1.25,1.0092592592592593,1.0,44.88,3.365
